,state,create_to_launch_day,launch_to_deadline_day,year,staff_pick
1066,successful,2,29,2020,False
1067,successful,10,30,2018,False
1068,successful,2,30,2012,False
1069,successful,62,30,2015,False
1070,successful,43,30,2020,True
1071,failed,10,35,2014,False
1072,successful,29,20,2020,False
1073,successful,1,70,2011,False
1074,successful,45,30,2015,False
1075,successful,1,21,2011,False
1076,successful,25,30,2013,False
1077,successful,2,90,2011,False
1078,failed,16,25,2019,False
1079,successful,8,30,2020,True
1080,successful,12,25,2015,False
1081,successful,111,31,2018,False
1082,successful,11,30,2020,False
1083,successful,27,30,2014,False
1085,failed,0,60,2016,False
1086,successful,8,30,2016,False
1087,failed,14,35,2017,False
1088,successful,4,30,2017,False
1089,failed,0,30,2011,False
1090,failed,70,59,2012,False
1091,failed,34,30,2013,False
1092,successful,4,15,2014,False
1093,successful,46,20,2017,True
1094,successful,159,26,2013,False
1096,successful,14,16,2019,False
1097,successful,0,59,2020,False
1098,successful,204,18,2018,False
1099,failed,8,29,2014,False
1100,successful,48,30,2018,False
1101,successful,1011,35,2017,True
1102,successful,15,30,2014,False
1103,successful,10,20,2020,False
1104,successful,27,29,2014,True
1106,failed,2,37,2016,False
1107,failed,1,30,2018,False
1108,successful,278,30,2016,True
1109,successful,1,30,2014,False
1111,successful,9,40,2019,False
1112,failed,62,33,2018,False
1113,successful,1,22,2016,False
1114,successful,21,31,2014,False
1115,successful,28,30,2014,False
1116,successful,80,30,2019,False
1117,failed,37,30,2016,False
1118,successful,223,30,2019,True
1120,successful,3,30,2014,True
1121,failed,0,30,2016,False
1122,successful,0,7,2016,False
1123,failed,54,30,2019,False
1124,failed,0,29,2020,False
1125,failed,22,30,2016,False
1126,failed,0,45,2015,False
1127,failed,0,30,2015,False
1128,successful,128,30,2017,False
1129,successful,5,32,2018,False
1130,failed,4,30,2019,False
1131,failed,67,21,2015,False
1132,successful,9,30,2020,False
1133,successful,19,24,2014,False
1134,failed,0,30,2015,False
1135,successful,6,12,2019,False
1136,failed,15,30,2014,False
1137,failed,223,35,2017,False
1138,successful,28,29,2019,True
1139,failed,3,60,2018,False
1140,failed,8,39,2015,False
1141,failed,18,44,2016,False
1142,failed,2,30,2014,False
1143,successful,31,30,2015,True
1144,failed,18,28,2017,False
1145,successful,249,30,2020,False
1146,successful,5,45,2012,False
1147,failed,17,33,2016,False
1148,successful,1,31,2018,True
1149,failed,5,34,2018,False
1150,successful,0,25,2014,False
1151,failed,2,60,2015,False
1152,successful,444,30,2014,True
1153,successful,14,37,2019,True
1154,successful,11,30,2012,True
1155,failed,1,30,2015,False
1157,successful,21,34,2015,True
1158,successful,0,30,2017,False
1159,successful,3,30,2019,False
1161,failed,2,28,2015,False
1162,failed,15,60,2016,False
1163,failed,10,45,2018,False
1165,failed,28,34,2016,False
1166,successful,80,25,2017,False
1168,successful,8,30,2014,False
1169,failed,286,25,2016,False
1170,successful,15,28,2020,False
1171,failed,165,30,2015,False
1172,successful,125,30,2016,False
1173,failed,29,30,2014,False
1174,successful,60,34,2014,False
1176,successful,25,28,2014,False
1177,successful,13,14,2017,True
1178,successful,24,31,2019,False
1179,failed,1639,30,2019,False
1180,failed,31,30,2015,False
1181,successful,61,30,2020,False
1182,failed,14,33,2020,False
1183,failed,1,15,2018,False
1184,successful,18,28,2020,False
1185,successful,87,34,2020,False
1186,successful,23,30,2019,False
1189,successful,12,16,2019,False
1190,successful,20,30,2013,False
1191,successful,56,28,2019,False
1192,successful,17,30,2013,True
1193,successful,5,30,2018,False
1194,failed,36,40,2018,False
1195,failed,33,30,2016,False
1196,failed,41,60,2018,False
1197,successful,70,23,2014,True
1198,successful,14,43,2019,False
1199,successful,4,30,2014,False
1200,failed,4,40,2019,False
1201,successful,4,26,2013,False
1202,successful,14,30,2020,False
1204,failed,0,29,2016,False
1205,failed,0,30,2014,False
1206,successful,7,33,2013,False
1207,successful,48,30,2019,False
1208,failed,0,30,2014,False
1209,successful,115,45,2017,False
1210,successful,2,20,2016,False
1212,failed,284,50,2018,False
1214,successful,62,35,2019,False
1215,failed,26,30,2017,False
1216,successful,874,31,2017,True
1217,successful,4,14,2016,False
1218,successful,26,40,2019,False
1219,failed,563,30,2019,False
1220,failed,0,30,2015,False
1221,failed,23,30,2017,False
1222,failed,11,30,2018,False
1223,failed,59,44,2016,False
1224,successful,10,6,2016,False
1225,failed,0,30,2019,False
1226,successful,7,31,2019,True
1227,failed,2,30,2016,False
1228,failed,6,30,2015,False
1230,successful,9,25,2015,False
1231,successful,99,30,2019,True
1232,failed,176,30,2020,False
1233,failed,14,30,2018,False
1235,successful,21,32,2013,False
1236,failed,9,30,2014,False
1237,successful,66,30,2019,False
1238,failed,0,31,2016,False
1239,failed,3,22,2015,False
1240,successful,15,30,2017,False
1241,successful,12,29,2019,True
1242,successful,53,30,2014,False
1243,failed,26,30,2018,False
1244,failed,50,30,2015,False
1245,failed,29,29,2020,False
1246,failed,1,10,2014,False
1247,failed,9,30,2017,False
1248,failed,39,35,2018,False
1249,failed,0,31,2014,False
1250,failed,2,30,2014,False
1251,successful,34,30,2014,True
1252,failed,7,45,2014,False
1253,successful,466,30,2019,False
1254,successful,1,29,2017,False
1255,successful,23,40,2018,False
1256,successful,2,31,2013,False
1257,failed,2,30,2015,False
1258,failed,226,25,2014,False
1259,successful,13,30,2019,False
1260,failed,5,44,2020,False
1261,successful,48,14,2018,False
1262,failed,5,30,2015,False
1263,failed,17,14,2018,False
1264,successful,36,30,2014,False
1265,failed,13,27,2017,False
1266,successful,18,14,2019,False
1267,failed,10,30,2014,False
1268,successful,91,30,2017,False
1269,successful,0,10,2015,False
1270,successful,463,30,2016,False
1271,successful,9,30,2014,False
1272,successful,8,25,2014,False
1273,successful,33,30,2018,False
1274,successful,28,35,2017,False
1276,failed,0,43,2016,False
1278,failed,0,35,2017,False
1279,failed,5,30,2014,False
1280,successful,15,59,2015,False
1281,failed,21,37,2015,False
1282,successful,3,30,2015,False
1283,successful,0,59,2015,False
1284,failed,18,60,2019,False
1286,successful,90,34,2018,False
1287,successful,13,31,2015,False
1288,successful,537,42,2019,True
1289,failed,0,43,2019,True
1291,successful,84,59,2020,False
1292,failed,2,30,2017,False
1293,failed,20,21,2015,False
1294,failed,27,30,2019,False
1295,successful,21,10,2019,False
1296,successful,15,20,2015,False
1299,successful,200,40,2016,False
1300,failed,0,30,2015,False
1301,failed,4,23,2014,False
1302,failed,52,30,2015,False
1303,successful,12,29,2019,False
1304,successful,21,30,2020,False
1305,successful,0,30,2018,False
1306,successful,1,17,2016,False
1307,successful,2,27,2014,False
1308,failed,28,30,2015,False
1309,failed,0,33,2016,False
1310,failed,2,30,2015,False
1311,successful,0,40,2015,False
1312,failed,8,30,2014,False
1313,failed,5,29,2014,False
1314,failed,4,30,2014,False
1315,failed,15,30,2019,False
1316,successful,13,30,2018,True
1317,successful,21,34,2015,False
1318,failed,13,30,2015,False
1319,failed,0,30,2017,False
1320,failed,41,25,2013,False
1321,failed,3,21,2018,False
1322,failed,0,30,2015,False
1323,successful,2,20,2016,False
1324,successful,141,60,2015,False
1325,successful,1,12,2017,True
1326,failed,26,21,2013,False
1327,successful,2,30,2014,False
1328,successful,13,45,2020,False
1329,successful,66,36,2018,False
1330,successful,19,30,2016,False
1331,successful,46,30,2019,False
1332,successful,6,30,2015,False
1333,failed,0,60,2016,False
1334,successful,72,30,2014,False
1336,failed,5,30,2015,False
1337,failed,91,50,2014,False
1338,failed,20,14,2014,False
1339,failed,1,30,2015,False
1340,failed,58,30,2016,False
1341,failed,43,49,2015,True
1342,failed,167,41,2015,False
1343,successful,3,21,2019,False
1344,successful,12,30,2013,False
1345,successful,49,29,2019,False
1346,successful,15,21,2018,False
1347,failed,2,30,2017,False
1348,successful,9,40,2020,False
1349,failed,0,14,2019,False
1350,failed,62,31,2014,True
1351,failed,0,30,2013,False
1352,successful,44,48,2019,False
1353,failed,1,19,2017,False
1354,failed,22,45,2014,False
1355,successful,12,30,2018,False
1356,failed,0,52,2020,False
1358,successful,10,29,2016,False
1359,failed,6,43,2014,False
1360,failed,0,30,2017,False
1361,failed,27,30,2015,False
1362,failed,0,16,2017,False
1363,successful,3,30,2020,False
1364,successful,7,31,2013,False
1365,successful,60,30,2016,True
1366,failed,21,50,2016,False
1367,failed,3,20,2014,False
1368,failed,1,30,2016,False
1369,successful,72,59,2018,False
1370,failed,3,10,2017,False
1372,successful,17,16,2020,False
1373,successful,7,27,2020,False
1374,successful,10,29,2015,True
1376,successful,0,20,2013,False
1377,successful,203,35,2017,False
1378,successful,11,60,2014,True
1379,failed,306,22,2017,True
1381,failed,74,54,2015,False
1382,successful,13,32,2016,True
1383,failed,1,43,2016,False
1384,successful,1,12,2020,False
1385,successful,40,30,2019,False
1386,successful,23,30,2015,False
1387,failed,45,21,2017,False
1388,successful,4,30,2018,False
1389,successful,4,30,2014,False
1390,successful,3,35,2020,False
1391,failed,2,30,2017,False
1392,successful,1,30,2014,False
1393,successful,272,30,2018,False
1394,successful,34,30,2016,False
1395,successful,4,60,2018,False
1396,successful,27,35,2016,True
1397,failed,1,30,2014,False
1398,successful,28,30,2017,False
1399,failed,47,33,2019,False
1400,successful,21,33,2013,True
1401,successful,0,14,2015,False
1402,failed,2,30,2016,False
1403,failed,10,30,2017,False
1405,failed,21,30,2015,False
1406,successful,0,60,2018,False
1407,failed,0,60,2019,False
1408,failed,0,21,2015,False
1410,failed,14,40,2019,False
1411,successful,12,30,2020,False
1412,failed,0,30,2017,False
1413,successful,2,30,2020,True
1414,failed,2,30,2016,False
1415,failed,2,30,2016,False
1416,failed,0,30,2015,False
1417,failed,4,30,2018,False
1418,successful,46,34,2014,False
1419,successful,52,40,2014,False
1420,failed,1,17,2017,False
1422,failed,87,30,2018,False
1423,failed,0,30,2015,False
1424,failed,36,30,2017,False
1425,failed,2,30,2015,False
1427,successful,5,31,2017,False
1428,successful,145,30,2020,False
1429,failed,35,32,2014,False
1430,successful,11,32,2015,False
1431,successful,3,25,2015,False
1432,successful,19,54,2017,False
1433,successful,17,35,2014,False
1434,successful,55,24,2013,False
1435,failed,5,44,2015,False
1436,successful,1,13,2014,False
1437,failed,7,30,2020,False
1438,successful,5,30,2019,True
1439,failed,0,40,2017,False
1440,successful,5,17,2019,False
1441,successful,2,45,2019,False
1442,successful,33,33,2016,False
1443,failed,23,30,2014,False
1444,successful,11,36,2020,False
1445,successful,146,60,2018,True
1446,failed,1,30,2016,False
1448,successful,3,30,2012,False
1449,failed,21,30,2016,False
1450,successful,10,60,2020,False
1451,failed,329,30,2015,False
1452,successful,76,46,2017,False
1453,successful,0,55,2016,False
1454,successful,6,30,2012,False
1456,successful,0,30,2017,False
1457,successful,40,23,2020,False
1458,successful,0,30,2014,False
1459,failed,3,25,2019,False
1460,failed,12,30,2016,False
1461,successful,64,30,2020,True
1462,successful,41,30,2018,False
1463,successful,23,36,2019,False
1464,failed,35,30,2019,False
1465,successful,0,10,2020,False
1466,successful,16,35,2016,False
1468,successful,35,30,2020,False
1469,failed,3,30,2018,False
1470,failed,60,30,2018,False
1471,successful,179,31,2015,False
1473,successful,1,9,2020,False
1474,failed,30,30,2014,True
1477,failed,11,60,2019,False
1478,failed,9,59,2014,False
1479,failed,485,31,2015,False
1480,successful,28,30,2020,True
1481,successful,65,29,2017,False
1482,successful,31,45,2012,True
1483,successful,2,29,2018,False
1485,failed,57,40,2018,False
1486,failed,288,40,2018,False
1487,successful,3,20,2014,False
1488,failed,1,19,2017,False
1489,successful,2,30,2017,False
1490,failed,2,12,2018,False
1491,failed,1,13,2016,False
1492,successful,194,30,2017,False
1493,successful,33,30,2015,True
1494,successful,10,30,2020,False
1495,successful,155,29,2016,False
1496,failed,2,33,2015,False
1497,failed,43,30,2020,False
1498,successful,368,29,2016,False
1499,successful,64,29,2020,False
1500,failed,15,15,2015,False
1502,successful,5,30,2015,True
1504,successful,229,30,2015,False
1505,failed,11,30,2018,False
1506,successful,60,29,2017,True
1507,successful,47,17,2019,False
1508,failed,0,30,2017,False
1509,successful,17,20,2020,True
1511,successful,60,25,2015,True
1512,successful,47,30,2020,True
1513,failed,0,30,2016,False
1514,successful,20,30,2017,False
1515,failed,27,60,2015,False
1516,failed,17,29,2017,False
1517,failed,37,30,2017,False
1518,successful,14,30,2018,True
1519,failed,0,60,2015,False
1520,failed,36,60,2016,False
1521,successful,0,11,2016,False
1522,failed,50,29,2020,False
1523,successful,54,60,2020,False
1524,failed,11,49,2019,False
1525,successful,9,21,2020,False
1526,successful,8,30,2020,False
1527,successful,275,29,2020,False
1528,successful,7,39,2018,False
1529,failed,12,30,2014,False
1530,failed,21,60,2018,False
1531,successful,0,13,2015,False
1532,successful,103,30,2018,False
1534,failed,21,30,2014,False
1535,failed,1,34,2016,False
1536,successful,12,60,2016,True
1537,failed,18,30,2014,False
1538,successful,18,29,2020,False
1539,failed,0,25,2019,False
1540,failed,31,29,2017,False
1542,successful,9,15,2020,False
1543,failed,10,30,2017,False
1544,successful,31,21,2014,False
1545,failed,0,29,2017,False
1546,successful,54,26,2017,False
1547,successful,7,25,2020,False
1548,failed,0,29,2015,False
1549,successful,13,30,2019,False
1551,failed,407,37,2020,False
1552,failed,26,30,2018,False
1555,failed,0,30,2015,False
1556,successful,87,30,2019,False
1557,failed,8,60,2019,True
1558,successful,0,41,2020,False
1559,failed,246,60,2019,False
1560,failed,43,39,2015,False
1561,successful,17,25,2014,False
1562,failed,1,28,2016,False
1563,successful,39,30,2018,False
1564,failed,4,30,2015,False
1565,successful,51,30,2016,True
1566,failed,4,30,2020,False
1567,successful,26,21,2020,True
1568,failed,298,60,2016,False
1570,successful,59,31,2020,False
1571,successful,10,15,2015,False
1572,successful,5,29,2017,False
1573,failed,3,26,2015,False
1574,failed,0,60,2016,False
1575,failed,12,30,2017,False
1576,successful,119,18,2020,False
1577,successful,30,30,2019,True
1578,failed,4,45,2018,False
1579,successful,127,45,2020,True
1580,successful,18,28,2015,True
1581,successful,25,45,2020,True
1583,successful,3,54,2016,False
1584,successful,39,60,2016,True
1585,successful,23,32,2020,False
1586,failed,0,30,2018,False
1588,failed,272,60,2016,False
1589,failed,220,30,2019,False
1590,failed,298,45,2017,False
1591,successful,31,31,2013,False
1592,successful,17,30,2020,True
1593,successful,60,21,2018,False
1594,successful,6,14,2017,False
1595,successful,0,14,2017,False
1596,successful,14,30,2017,False
1597,failed,1,60,2016,False
1598,failed,0,45,2017,False
1600,failed,0,30,2015,False
1601,failed,3,26,2014,False
1602,successful,30,29,2020,False
1603,successful,4,30,2020,True
1604,successful,1061,30,2020,False
1605,failed,48,29,2017,False
1606,successful,5,26,2014,False
1607,successful,61,25,2013,False
1608,failed,38,30,2016,False
1609,successful,93,30,2020,True
1610,failed,29,20,2016,False
1611,failed,2,20,2016,False
1612,failed,18,60,2019,False
1613,successful,89,30,2020,False
1614,failed,0,60,2019,False
1615,failed,67,30,2017,False
1616,successful,8,17,2014,False
1617,successful,20,30,2020,True
1618,failed,30,40,2014,False
1619,successful,1,30,2015,False
